"id","gender","age","citizenship","previous_offences","kpp","kpw","counts"
"OIO-3292439046T","M",41,"POLAND","No cirminal history","OL KPP Ostróda","OL KWP Olsztyn",1
"OIO-3292439119D","M",56,"POLAND","Different offences","LD KPP Pajęczno","LD KWP Łódź",1
"OIO-3292439494Y","K",36,"POLAND","No cirminal history","BK KMP Łomża","BK KWP Białystok",1
"OIO-3292439990A","M",48,"POLAND","No cirminal history","RZ KPP Sanok","RZ KWP Rzeszów",1
"OIO-3292536025Y","M",24,"UKRAINE","No knowledge","WA KPP Żyrardów","WA KWP Radom",1
"OIO-3292536044T","M",35,"UKRAINE","No knowledge","GD KMP Gdańsk","GD KWP Gdańsk",1
"OIO-3292536065R","M",40,"UKRAINE","No knowledge","WR KMP Wrocław","WR KWP Wrocław",1
"OIO-3292536182M","M",43,"UKRAINE","No cirminal history","BK KPP Siemiatycze","BK KWP Białystok",1
"OIO-3292536312N","M",23,"POLAND","No cirminal history","SC KMP Szczecin","SC KWP Szczecin",1
"OIO-3292536343R","M",24,"UKRAINE","No knowledge","WR KMP Wrocław","WR KWP Wrocław",1
"OIO-3292536383R","M",46,"UKRAINE","No knowledge","LD KPP Zgierz","LD KWP Łódź",1
"OIO-3292536423U","M",28,"UKRAINE","No knowledge","OP KPP Namysłów","OP KWP Opole",1
"OIO-3292536507H","M",18,"POLAND","No knowledge","WA KMP Siedlce","WA KWP Radom",1
"OIO-3292536513N","M",61,"POLAND","No cirminal history","RZ KPP Lubaczów","RZ KWP Rzeszów",1
"OIO-3292536528T","M",34,"UKRAINE","No cirminal history","BG KMP Bydgoszcz","BG KWP Bydgoszcz",1
"OIO-3292536549R","M",33,"GEORGIA","No knowledge","KA KMP Dąbrowa Górnicza","KA KWP Katowice",1
"OIO-3292536743P","M",30,"UKRAINE","No knowledge","PO KMP Poznań","PO KWP Poznań",1
"OIO-3292536761C","M",68,"PORTUGAL","No knowledge","KK KPP Kraków Okolice","KK KWP Kraków",1
"OIO-3292536763Q","M",19,"POLAND","No cirminal history","WR KPP Oleśnica","WR KWP Wrocław",1
"OIO-3292536844H","M",45,"POLAND","No cirminal history","LU KPP Lubartów","LU KWP Lublin",1
"OIO-3292537001M","M",36,"UKRAINE","No knowledge","PO KMP Kalisz","PO KWP Poznań",1
"OIO-3292537066C","M",30,"POLAND","No cirminal history","OL KPP Ełk","OL KWP Olsztyn",1
"OIO-3292537174G","M",34,"UKRAINE","No cirminal history","WA KPP Pruszków (KSP)","WA KSP Warszawa",1
"OIO-3292537526R","M",36,"UKRAINE","No cirminal history","RZ KMP Przemyśl","RZ KWP Rzeszów",1
"OIO-3292538221A","M",36,"POLAND","No cirminal history","PO KPP Wolsztyn","PO KWP Poznań",1
"OIO-3292538558M","M",30,"UKRAINE","No cirminal history","WR KPP Dzierżoniów","WR KWP Wrocław",1
"OIO-3292538819J","M",18,"UKRAINE","No cirminal history","PO KMP Poznań","PO KWP Poznań",1
"OIO-3292538847L","M",37,"UKRAINE","No cirminal history","BK KPP Hajnówka","BK KWP Białystok",1
"OIO-3292539529J","M",23,"POLAND","No cirminal history","OL KPP Nidzica","OL KWP Olsztyn",1
"OIO-3292539772U","M",18,"POLAND","No cirminal history","LU KPP Opole Lubelskie","LU KWP Lublin",1
"OIO-3292539907C","M",25,"POLAND","No knowledge","LD KPP Zgierz","LD KWP Łódź",1
"OIO-3292539986T","M",25,"POLAND","No cirminal history","LU KMP Zamość","LU KWP Lublin",1
"OIO-3292539992H","M",21,"UKRAINE","No cirminal history","WR KMP Wrocław","WR KWP Wrocław",1
"OIO-3292540136K","M",23,"UKRAINE","No knowledge","GD KMP Słupsk","GD KWP Gdańsk",1
"OIO-3292540159K","M",19,"POLAND","No knowledge","BG KPP Brodnica","BG KWP Bydgoszcz",1
"OIO-3292540244A","M",34,"GEORGIA","No cirminal history","PO KPP Jarocin","PO KWP Poznań",1
"OIO-3292540326A","K",23,"POLAND","No cirminal history","KK KPP Chrzanów","KK KWP Kraków",1
"OIO-3292540494Y","M",28,"UKRAINE","No knowledge","WA KMP Płock","WA KWP Radom",1
"OIO-3292540795Q","M",61,"POLAND","No cirminal history","OP KPP Prudnik","OP KWP Opole",1
"OIO-3292540807R","K",50,"POLAND","No cirminal history","OP KMP Opole","OP KWP Opole",1
"OIO-3292541687Q","M",56,"POLAND","No knowledge","PO KMP Poznań","PO KWP Poznań",1
"OIO-3292542436P","M",23,"UKRAINE","No knowledge","SC KPP Gryfino","SC KWP Szczecin",1
"OIO-3292542778A","M",52,"POLAND","No knowledge","BG KPP Nakło nad Notecią","BG KWP Bydgoszcz",1
"OIO-3292543388T","M",39,"LITHUANIA","No cirminal history","WR KPP Oleśnica","WR KWP Wrocław",1
"OIO-3292543509L","M",26,"POLAND","No cirminal history","PO KMP Poznań","PO KWP Poznań",1
"OIO-3292543570J","M",28,"BOSNIA AND HERZEGOVINA","No knowledge","WA KMP Płock","WA KWP Radom",1
"OIO-3292543719D","M",23,"POLAND","No cirminal history","GO KPP Nowa Sól","GO KWP Gorzów Wlkp.",1
"OIO-3292544085A","M",21,"POLAND","No cirminal history","PO KMP Poznań","PO KWP Poznań",1
"OIO-3292544446E","M",30,"UKRAINE","No knowledge","WA KPP Piaseczno (KSP)","WA KSP Warszawa",1
"OIO-3292544517H","M",39,"UKRAINE","No knowledge","LD KMP Łódź","LD KWP Łódź",1
"OIO-3292544794U","M",46,"UKRAINE","No cirminal history","KI KPP Włoszczowa","KI KWP Kielce",1
"OIO-3292544807P","M",32,"BELARUS","No cirminal history","KA KPP Wodzisław Śląski","KA KWP Katowice",1
"OIO-3292544982D","M",53,"POLAND","No knowledge","RZ KMP Rzeszów","RZ KWP Rzeszów",1
"OIO-3292545005R","M",23,"POLAND","No cirminal history","SC KPP Myślibórz","SC KWP Szczecin",1
"OIO-3292545032J","M",63,"UKRAINE","No knowledge","RZ KPP Dębica","RZ KWP Rzeszów",1
"OIO-3292546387F","M",45,"GEORGIA","No cirminal history","LD KMP Łódź","LD KWP Łódź",1
"OIO-3292546790M","M",43,"POLAND","No cirminal history","PO KPP Pleszew","PO KWP Poznań",1
"OIO-3292547052L","M",43,"POLAND","No cirminal history","KA KPP Cieszyn","KA KWP Katowice",1
"OIO-3292547297U","M",44,"GEORGIA","No knowledge","WA KRP Warszawa III (KSP)","WA KSP Warszawa",1
"OIO-3292547416X","M",58,"UKRAINE","No cirminal history","SC KPP Sławno","SC KWP Szczecin",1
"OIO-3292547809N","M",44,"UKRAINE","No cirminal history","BK KMP Łomża","BK KWP Białystok",1
"OIO-3292548519R","M",50,"POLAND","No cirminal history","KA KPP Cieszyn","KA KWP Katowice",1
"OIO-3292548927W","K",37,"POLAND","No cirminal history","KI KPP Ostrowiec Św.","KI KWP Kielce",1
"OIO-3292549128F","M",23,"POLAND","No knowledge","GO KPP Słubice","GO KWP Gorzów Wlkp.",1
"OIO-3292549315X","M",31,"POLAND","No cirminal history","PO KPP Czarnków","PO KWP Poznań",1
"OIO-3292549338A","K",55,"POLAND","No cirminal history","PO KPP Kościan","PO KWP Poznań",1
"OIO-3292549556E","M",31,"UKRAINE","No knowledge","PO KPP Ostrzeszów","PO KWP Poznań",1
"OIO-3292549595J","M",31,"POLAND","No cirminal history","BG KPP Wąbrzeźno","BG KWP Bydgoszcz",1
"OIO-3292549793U","M",43,"POLAND","No cirminal history","LD KPP Zduńska Wola","LD KWP Łódź",1
"OIO-3292549882W","M",21,"MOLDOVA","No cirminal history","SC KPP Świdwin","SC KWP Szczecin",1
"OIO-3292549905E","K",20,"POLAND","No knowledge","WA KPP Nowy Dwór Maz. (KSP)","WA KSP Warszawa",1
"OIO-3292549943D","K",52,"POLAND","No knowledge","WA KPP Otwock (KSP)","WA KSP Warszawa",1
"OIO-3292550117E","M",26,"POLAND","No knowledge","KK KMP Kraków","KK KWP Kraków",1
"OIO-3292550117E","M",26,"POLAND","No knowledge","KK KPP Kraków Okolice","KK KWP Kraków",1
"OIO-3292550117E","M",26,"POLAND","No knowledge","KK KPP Wadowice","KK KWP Kraków",1
"OIO-3292550140H","M",32,"UKRAINE","No cirminal history","OP KPP Kędzierzyn-Koźle","OP KWP Opole",1
"OIO-3292550253N","M",76,"POLAND","No cirminal history","WA KPP Grójec","WA KWP Radom",1
"OIO-3292550263W","M",35,"UKRAINE","No knowledge","SC KMP Świnoujście","SC KWP Szczecin",1
"OIO-3292550265A","M",60,"POLAND","No knowledge","WA KPP Nowy Dwór Maz. (KSP)","WA KSP Warszawa",1
"OIO-3292550377G","M",27,"SLOVAKIA","No knowledge","KA KPP Żywiec","KA KWP Katowice",1
"OIO-3292550421P","M",30,"UKRAINE","No knowledge","WA KRP Warszawa I (KSP)","WA KSP Warszawa",1
"OIO-3292550469T","M",18,"POLAND","No cirminal history","BG KPP Świecie nad Wisłą","BG KWP Bydgoszcz",1
"OIO-3292550537J","K",43,"UKRAINE","No cirminal history","SC KMP Szczecin","SC KWP Szczecin",1
"OIO-3292550541K","M",40,"UKRAINE","No cirminal history","SC KMP Szczecin","SC KWP Szczecin",1
"OIO-3292550702C","M",27,"POLAND","No cirminal history","KA KPP Będzin","KA KWP Katowice",1
"OIO-3292550743G","M",56,"POLAND","No cirminal history","KA KMP Jastrzębie-Zdrój","KA KWP Katowice",1
"OIO-3292550828F","M",34,"GEORGIA","No knowledge","PO KMP Poznań","PO KWP Poznań",1
"OIO-3292550838D","M",60,"POLAND","No cirminal history","SC KPP Gryfino","SC KWP Szczecin",1
"OIO-3292551483C","M",20,"POLAND","No cirminal history","WR KMP Wrocław","WR KWP Wrocław",1
"OIO-3292551700N","M",68,"POLAND","Different offences","LD KPP Zgierz","LD KWP Łódź",1
"OIO-3292551820F","M",20,"POLAND","No knowledge","KK KMP Tarnów","KK KWP Kraków",1
"OIO-3292551889R","M",37,"UKRAINE","No cirminal history","GD KPP Chojnice","GD KWP Gdańsk",1
"OIO-3292552004W","M",39,"UKRAINE","No cirminal history","WA KPP Sochaczew","WA KWP Radom",1
"OIO-3292552061P","M",30,"POLAND","No cirminal history","WA KPP Nowy Dwór Maz. (KSP)","WA KSP Warszawa",1
"OIO-3292552089J","M",26,"UKRAINE","No cirminal history","WA KPP Mława","WA KWP Radom",1
"OIO-3292552103P","M",27,"UKRAINE","No knowledge","GD KMP Gdańsk","GD KWP Gdańsk",1
"OIO-3292552383P","M",39,"POLAND","No knowledge","WA KPP Pułtusk","WA KWP Radom",1
"OIO-3292552441U","M",20,"POLAND","No knowledge","WA KPP Pułtusk","WA KWP Radom",1
"OIO-32926072D","M",33,"POLAND","No knowledge","OP KMP Opole","OP KWP Opole",1
"OIO-3292636026A","M",21,"POLAND","No cirminal history","GD KPP Nowy Dwór Gd.","GD KWP Gdańsk",1
"OIO-3292636464J","M",27,"UKRAINE","Simmilar offences","WA KMP Ostrołęka","WA KWP Radom",1
"OIO-3292636478L","M",48,"POLAND","No cirminal history","SC KPP Myślibórz","SC KWP Szczecin",1
"OIO-3292636548M","M",37,"UKRAINE","No knowledge","PO KMP Poznań","PO KWP Poznań",1
"OIO-3292636691L","M",40,"UKRAINE","No knowledge","LU KMP Lublin","LU KWP Lublin",1
"OIO-3292637174L","M",30,"BELARUS","No knowledge","KK KPP Nowy Targ","KK KWP Kraków",1
"OIO-3292637250A","M",42,"UKRAINE","No cirminal history","GD KPP Wejherowo","GD KWP Gdańsk",1
"OIO-3292637320L","M",25,"USA","No knowledge","GO KPP Międzyrzecz","GO KWP Gorzów Wlkp.",1
"OIO-3292637329F","K",32,"POLAND","No cirminal history","LD KPP Zduńska Wola","LD KWP Łódź",1
"OIO-3292637330H","M",27,"POLAND","No cirminal history","OP KPP Krapkowice","OP KWP Opole",1
"OIO-3292637499A","K",36,"POLAND","No cirminal history","KA KMP Bielsko-Biała","KA KWP Katowice",1
"OIO-3292637636R","M",43,"GEORGIA","No knowledge","WA KRP Warszawa III (KSP)","WA KSP Warszawa",1
"OIO-3292637827D","M",54,"POLAND","No cirminal history","BG KMP Włocławek","BG KWP Bydgoszcz",1
"OIO-3292637892D","M",19,"POLAND","No knowledge","OL KPP Nowe Miasto Lub.","OL KWP Olsztyn",1
"OIO-3292637925R","M",50,"UKRAINE","No cirminal history","OP KPP Strzelce Opolskie","OP KWP Opole",1
"OIO-3292638964K","K",63,"POLAND","No cirminal history","KA KPP Racibórz","KA KWP Katowice",1
"OIO-3292639028Q","M",19,"POLAND","No cirminal history","PO KMP Kalisz","PO KWP Poznań",1
"OIO-3292639051M","K",37,"POLAND","No knowledge","KK KPP Olkusz","KK KWP Kraków",1
"OIO-3292639114F","M",36,"UKRAINE","No cirminal history","WR KPP Milicz","WR KWP Wrocław",1
"OIO-3292639372T","M",31,"UKRAINE","No knowledge","KA KMP Żory","KA KWP Katowice",1
"OIO-3292639829D","M",45,"POLAND","No cirminal history","WA KMP Płock","WA KWP Radom",1
"OIO-3292640474F","M",24,"UKRAINE","No cirminal history","GD KPP Wejherowo","GD KWP Gdańsk",1
"OIO-3292640739Y","M",23,"POLAND","No knowledge","LD KMP Łódź","LD KWP Łódź",1
"OIO-3292640790D","M",38,"POLAND","No knowledge","PO KPP Ostrzeszów","PO KWP Poznań",1
"OIO-3292640895G","M",27,"POLAND","No cirminal history","RZ KPP Jarosław","RZ KWP Rzeszów",1
"OIO-3292641070W","M",51,"UKRAINE","No knowledge","KA KPP Zawiercie","KA KWP Katowice",1
"OIO-3292641252U","M",31,"UKRAINE","No knowledge","SC KPP Pyrzyce","SC KWP Szczecin",1
"OIO-3292641472T","M",24,"UKRAINE","No cirminal history","WR KMP Wałbrzych","WR KWP Wrocław",1
"OIO-3292641633R","M",36,"UKRAINE","No cirminal history","WR KMP Wrocław","WR KWP Wrocław",1
"OIO-3292641773R","M",50,"POLAND","No cirminal history","SC KMP Szczecin","SC KWP Szczecin",1
"OIO-3292641957J","M",39,"BELARUS","No knowledge","BG KPP Tuchola","BG KWP Bydgoszcz",1
"OIO-3292642189Y","M",20,"POLAND","No cirminal history","WA KPP Pułtusk","WA KWP Radom",1
"OIO-3292642476R","M",41,"POLAND","No knowledge","RZ KMP Rzeszów","RZ KWP Rzeszów",1
"OIO-3292642564A","M",34,"UKRAINE","No knowledge","WA KPP Warszawa Zach. z/s Stare Babice (KSP)","WA KSP Warszawa",1
"OIO-3292642574Q","K",35,"POLAND","No knowledge","WA KMP Płock","WA KWP Radom",1
"OIO-3292642631A","M",33,"POLAND","No cirminal history","KI KPP Staszów","KI KWP Kielce",1
"OIO-3292643005P","K",19,"POLAND","No cirminal history","OL KMP Elbląg","OL KWP Olsztyn",1
"OIO-3292643527A","M",39,"POLAND","No cirminal history","BK KPP Hajnówka","BK KWP Białystok",1
"OIO-3292643801T","M",34,"LITHUANIA","No cirminal history","BK KPP Zambrów","BK KWP Białystok",1
"OIO-3292643803N","M",22,"UKRAINE","No cirminal history","WA KPP Warszawa Zach. z/s Stare Babice (KSP)","WA KSP Warszawa",1
"OIO-3292643806E","K",20,"POLAND","No cirminal history","WR KPP Góra","WR KWP Wrocław",1
"OIO-3292644044Y","M",48,"UKRAINE","No cirminal history","SC KMP Szczecin","SC KWP Szczecin",1
"OIO-3292644198H","K",40,"POLAND","No knowledge","KK KPP Kraków Okolice","KK KWP Kraków",1
"OIO-3292644922W","M",32,"POLAND","No knowledge","WA KPP Warszawa Zach. z/s Stare Babice (KSP)","WA KSP Warszawa",1
"OIO-3292644929R","M",20,"POLAND","No cirminal history","WA KPP Maków Maz.","WA KWP Radom",1
"OIO-3292645356F","M",32,"MOLDOVA","No knowledge","OL KPP Iława","OL KWP Olsztyn",1
"OIO-3292645693K","M",36,"UKRAINE","No cirminal history","GO KMP Zielona Góra","GO KWP Gorzów Wlkp.",1
"OIO-3292645937J","M",29,"POLAND","No cirminal history","WR KMP Legnica","WR KWP Wrocław",1
"OIO-3292646062E","M",18,"POLAND","No cirminal history","OL KPP Ostróda","OL KWP Olsztyn",1
"OIO-3292646186W","M",41,"POLAND","No cirminal history","KK KMP Tarnów","KK KWP Kraków",1
"OIO-3292646276K","M",48,"POLAND","No cirminal history","KK KMP Tarnów","KK KWP Kraków",1
"OIO-3292646602P","M",22,"POLAND","No cirminal history","KK KPP Gorlice","KK KWP Kraków",1
"OIO-3292646627K","M",28,"GEORGIA","No cirminal history","LD KMP Piotrków Tryb.","LD KWP Łódź",1
"OIO-3292646914A","M",36,"UKRAINE","No knowledge","LD KMP Łódź","LD KWP Łódź",1
"OIO-3292647036Q","M",53,"LATVIA","No knowledge","GO KPP Sulęcin","GO KWP Gorzów Wlkp.",1
"OIO-3292647316P","M",22,"POLAND","No cirminal history","RZ KPP Nisko","RZ KWP Rzeszów",1
"OIO-3292647424Y","M",62,"LITHUANIA","No knowledge","KA KMP Dąbrowa Górnicza","KA KWP Katowice",1
"OIO-3292647445K","M",28,"POLAND","No cirminal history","LD KPP Bełchatów","LD KWP Łódź",1
"OIO-3292647929X","M",25,"UKRAINE","No cirminal history","WR KMP Wrocław","WR KWP Wrocław",1
"OIO-3292647963J","M",32,"MOLDOVA","No knowledge","BG KMP Włocławek","BG KWP Bydgoszcz",1
"OIO-3292648077A","M",36,"UKRAINE","No cirminal history","WA KPP Pruszków (KSP)","WA KSP Warszawa",1
"OIO-3292648304R","M",47,"UKRAINE","No knowledge","PO KMP Poznań","PO KWP Poznań",1
"OIO-3292648468G","M",31,"POLAND","No knowledge","GD KPP Chojnice","GD KWP Gdańsk",1
"OIO-3292648906F","M",39,"UKRAINE","No cirminal history","WR KMP Wrocław","WR KWP Wrocław",1
"OIO-3292648936Q","M",21,"POLAND","No cirminal history","SC KPP Gryfice","SC KWP Szczecin",1
"OIO-3292648979L","M",50,"UKRAINE","No knowledge","LD KPP Łódź Wschód","LD KWP Łódź",1
"OIO-3292649191N","M",24,"POLAND","No cirminal history","PO KPP Słupca","PO KWP Poznań",1
"OIO-3292649384N","M",32,"UKRAINE","No cirminal history","WA KPP Piaseczno (KSP)","WA KSP Warszawa",1
"OIO-3292649445G","M",27,"UKRAINE","No cirminal history","BG KMP Bydgoszcz","BG KWP Bydgoszcz",1
"OIO-3292649514F","M",32,"UKRAINE","No knowledge","GO KMP Gorzów Wlkp.","GO KWP Gorzów Wlkp.",1
"OIO-3292649564C","M",23,"UKRAINE","No knowledge","BG KMP Włocławek","BG KWP Bydgoszcz",1
"OIO-3292649640P","M",46,"UKRAINE","No cirminal history","WR KPP Oława","WR KWP Wrocław",1
"OIO-3292649849W","M",41,"POLAND","No cirminal history","WR KMP Legnica","WR KWP Wrocław",1
"OIO-3292649875M","M",45,"POLAND","No cirminal history","SC KMP Szczecin","SC KWP Szczecin",1
"OIO-3292649919E","M",37,"POLAND","No cirminal history","GO KPP Strzelce Krajeńskie","GO KWP Gorzów Wlkp.",1
"OIO-3292650141L","K",60,"POLAND","No cirminal history","KA KMP Ruda Śląska","KA KWP Katowice",1
"OIO-3292650145R","M",21,"UKRAINE","No knowledge","OP KPP Brzeg","OP KWP Opole",1
"OIO-3292650203Y","M",50,"POLAND","No knowledge","PO KPP Kępno","PO KWP Poznań",1
"OIO-3292650322P","M",44,"POLAND","No cirminal history","LD KPP Wieluń","LD KWP Łódź",1
"OIO-3292650806T","M",52,"UKRAINE","No cirminal history","LU KPP Tomaszów Lubelski","LU KWP Lublin",1
"OIO-3292650819F","M",42,"POLAND","No cirminal history","LU KPP Opole Lubelskie","LU KWP Lublin",1
"OIO-3292651162M","M",34,"UKRAINE","No cirminal history","KA KPP Racibórz","KA KWP Katowice",1
"OIO-3292651213H","K",31,"POLAND","No cirminal history","OL KPP Nidzica","OL KWP Olsztyn",1
"OIO-3292651791Y","M",35,"POLAND","No cirminal history","KA KPP Wodzisław Śląski","KA KWP Katowice",1
"OIO-3292651936X","M",40,"UKRAINE","No cirminal history","RZ KMP Krosno","RZ KWP Rzeszów",1
"OIO-3292651961A","M",28,"UKRAINE","No cirminal history","WA KPP Pruszków (KSP)","WA KSP Warszawa",1
"OIO-3292651987J","M",37,"POLAND","No knowledge","PO KPP Ostrów Wlkp.","PO KWP Poznań",1
"OIO-3292652125A","M",19,"POLAND","No knowledge","LD KPP Pabianice","LD KWP Łódź",1
"OIO-3292652165Q","M",33,"POLAND","No knowledge","OP KPP Nysa","OP KWP Opole",1
"OIO-3292652196Y","M",20,"POLAND","No knowledge","KK KPP Limanowa","KK KWP Kraków",1
"OIO-3292652202Y","M",44,"UKRAINE","No knowledge","WA KPP Płońsk","WA KWP Radom",1
"OIO-3292652372Q","M",43,"GEORGIA","No cirminal history","PO KPP Turek","PO KWP Poznań",1
"OIO-3292652476F","M",27,"MOLDOVA","No knowledge","PO KMP Kalisz","PO KWP Poznań",1
"OIO-3292652482X","M",32,"UKRAINE","No knowledge","WR KPP Góra","WR KWP Wrocław",1
"OIO-3292652487R","M",48,"UKRAINE","No cirminal history","PO KMP Kalisz","PO KWP Poznań",1
"OIO-3292652489A","M",40,"UKRAINE","No cirminal history","WA KPP Mińsk Maz. (KSP)","WA KSP Warszawa",1
"OIO-3292652498C","M",27,"UKRAINE","No cirminal history","PO KMP Poznań","PO KWP Poznań",1
"OIO-3292652506K","K",48,"POLAND","No cirminal history","RZ KMP Tarnobrzeg","RZ KWP Rzeszów",1
"OIO-3292652510R","K",32,"POLAND","No cirminal history","RZ KPP Mielec","RZ KWP Rzeszów",1
"OIO-3292652511K","M",20,"POLAND","No knowledge","BG KMP Włocławek","BG KWP Bydgoszcz",1
"OIO-3292652553R","M",31,"GEORGIA","No cirminal history","PO KPP Turek","PO KWP Poznań",1
"OIO-3292652702M","M",32,"ESTONIA","No knowledge","GD KMP Gdańsk","GD KWP Gdańsk",1
"OIO-3292652787P","K",51,"POLAND","No cirminal history","GD KPP Wejherowo","GD KWP Gdańsk",1
"OIO-3292652835L","M",47,"POLAND","No cirminal history","WA KPP Grodzisk Maz. (KSP)","WA KSP Warszawa",1
"OIO-3292652938T","M",67,"POLAND","No cirminal history","LU KPP Świdnik","LU KWP Lublin",1
"OIO-3292652974G","M",41,"UKRAINE","No cirminal history","KK KMP Nowy Sącz","KK KWP Kraków",1
"OIO-3292653027X","M",33,"CHINA","No knowledge","WA KPP Garwolin","WA KWP Radom",1
"OIO-3292653192X","M",34,"GEORGIA","No knowledge","WA KRP Warszawa VI (KSP)","WA KSP Warszawa",1
"OIO-3292653242M","M",31,"UKRAINE","No knowledge","SC KMP Szczecin","SC KWP Szczecin",1
"OIO-3292653288E","M",40,"UKRAINE","No knowledge","OP KPP Olesno","OP KWP Opole",1
"OIO-3292653902G","M",43,"UKRAINE","No cirminal history","WR KMP Legnica","WR KWP Wrocław",1
"OIO-3292653936J","M",41,"UKRAINE","No knowledge","WA KPP Pruszków (KSP)","WA KSP Warszawa",1
"OIO-3292654325W","K",30,"POLAND","No cirminal history","WR KMP Legnica","WR KWP Wrocław",1
"OIO-3292654565X","M",24,"POLAND","No cirminal history","LD KMP Łódź","LD KWP Łódź",1
"OIO-3292654891R","M",55,"BELARUS","No knowledge","WA KRP Warszawa I (KSP)","WA KSP Warszawa",1
"OIO-3292654960L","M",33,"POLAND","No cirminal history","OL KPP Węgorzewo","OL KWP Olsztyn",1
"OIO-3292655281H","M",26,"POLAND","No cirminal history","WA KPP Wołomin (KSP)","WA KSP Warszawa",1
"OIO-3292655294E","M",36,"UKRAINE","No cirminal history","WA KPP Wołomin (KSP)","WA KSP Warszawa",1
"OIO-3292655308Y","K",62,"POLAND","No knowledge","LD KPP Pabianice","LD KWP Łódź",1
"OIO-3292655370R","K",60,"GERMANY","No knowledge","SC KMP Świnoujście","SC KWP Szczecin",1
"OIO-3292655448F","K",46,"POLAND","No knowledge","BG KMP Włocławek","BG KWP Bydgoszcz",1
"OIO-3292655672T","M",24,"GEORGIA","No knowledge","WA KRP Warszawa I (KSP)","WA KSP Warszawa",1
